RowNumber,CreditScore,1Ger2Fr3Sp,Male1_Female0,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,1Dia2Gold3Silver,Points Earned
374,802,1,1,31,1,125013.72,1,1,1,187658.09,0,0,2,1,579
375,717,1,1,35,7,58469.37,2,1,1,172459.39,0,0,2,3,793
376,769,2,0,39,8,0,1,0,1,21016,0,0,3,3,828
377,745,1,1,45,10,117231.63,3,1,1,122381.02,1,1,2,3,291
378,572,3,1,35,4,152390.26,1,1,0,128123.66,0,0,4,3,951
379,629,3,0,30,2,34013.63,1,1,0,19570.63,0,0,2,1,952
380,687,3,0,39,2,0,3,0,0,188150.6,1,1,2,3,616
381,483,2,0,50,9,0,2,1,1,111020.24,0,0,5,4,706
382,690,2,1,36,7,101583.11,2,1,0,123775.15,0,0,2,1,423
383,492,1,0,30,10,77168.87,2,0,1,146700.22,0,0,5,3,552
384,709,1,1,28,8,124695.72,2,1,0,145251.35,0,0,3,1,665
385,705,1,1,44,3,105934.96,1,1,0,82463.69,0,0,3,2,351
386,560,2,0,66,9,0,1,1,1,15928.49,0,0,3,1,906
387,611,3,1,46,6,0,2,1,0,45886.33,0,0,4,1,406
388,730,3,1,62,2,0,2,1,1,186489.95,0,0,4,3,594
389,709,3,0,45,2,0,2,0,1,162922.65,0,0,1,2,815
390,544,2,0,21,10,161525.96,2,1,0,9262.77,0,0,2,2,458
391,712,1,0,29,7,147199.07,1,1,1,84932.4,0,0,3,4,886
392,752,1,1,38,3,183102.29,1,1,1,71557.12,0,0,3,4,833
393,648,3,1,46,9,127209,2,1,0,77405.95,1,1,4,3,932
394,556,3,1,38,8,0,2,0,0,417.41,1,1,3,3,632
395,594,3,0,24,0,97378.54,1,1,1,71405.17,0,0,2,1,431
396,645,1,0,37,2,136925.09,2,0,1,153400.24,0,0,3,2,739
397,557,2,1,33,3,54503.55,1,1,1,371.05,0,0,5,4,362
398,547,1,1,32,8,155726.85,1,1,0,67789.99,0,0,2,4,309
399,701,2,0,39,9,0,2,0,1,145894.9,0,0,2,3,513
400,616,2,0,66,1,135842.41,1,1,0,183840.51,1,1,2,1,302
401,605,2,1,52,1,63349.75,1,1,0,108887.44,0,0,2,1,437
402,593,1,0,38,4,129499.42,1,1,1,154071.27,0,0,5,4,337
403,751,3,1,52,8,0,2,0,1,179291.85,0,0,5,4,629
404,443,3,1,36,6,70438.01,2,0,1,56937.43,0,0,4,3,858
405,685,2,1,23,8,0,2,1,1,112239.03,0,0,2,4,543
406,718,2,1,36,9,0,1,1,0,45909.87,0,0,1,1,939
407,538,3,0,49,9,141434.04,1,0,0,173779.25,1,1,5,3,797
408,611,3,0,37,4,0,2,1,0,125696.26,0,0,4,4,629
409,668,1,1,37,10,152958.29,2,1,1,159585.61,0,0,2,4,743
410,537,1,0,41,3,138306.34,1,1,0,106761.47,0,0,5,1,767
411,709,3,1,23,10,0,2,0,0,129590.18,0,0,2,4,246
412,850,2,1,38,1,0,2,1,1,80006.65,0,0,2,2,480
413,745,3,0,31,3,124328.84,1,1,1,140451.52,0,0,5,3,924
414,693,1,0,41,9,181461.48,3,1,1,187929.43,1,1,3,3,430
415,795,3,1,35,8,0,2,1,0,167155.36,0,0,2,1,708
416,626,3,1,26,8,0,2,0,0,191420.71,0,0,4,2,701
417,487,1,0,61,5,110368.03,1,0,0,11384.45,1,1,2,1,982
418,556,2,0,39,9,89588.35,1,1,1,94898.1,0,0,1,1,827
419,643,2,0,46,6,0,2,0,0,106781.59,0,0,4,1,597
420,605,2,0,28,6,0,2,0,0,159508.52,0,0,1,1,468
421,756,1,0,60,3,115924.89,1,1,0,93524.19,1,1,3,1,523
422,586,2,0,38,2,0,2,1,0,87168.46,0,0,2,4,650
423,535,1,1,40,7,111756.5,1,1,0,8128.32,1,1,2,3,567
424,678,2,0,35,4,0,1,1,0,125518.32,0,0,1,1,749
425,596,2,1,39,9,0,1,1,0,48963.59,0,0,3,2,390
426,648,2,1,26,9,162923.85,1,1,0,98368.24,0,0,5,3,922
427,492,1,1,39,10,124576.65,2,1,0,148584.61,0,0,5,3,560
428,702,2,1,45,0,80793.58,1,1,1,27474.81,0,0,2,1,994
429,486,1,0,40,9,71340.09,1,1,0,76192.21,0,0,4,2,530
430,568,1,1,40,1,99282.63,1,0,0,134600.94,1,1,2,4,818
431,619,1,1,57,3,137946.39,1,1,1,72467.99,1,1,5,2,367
432,724,1,1,41,2,127892.57,2,0,1,199645.45,0,0,4,1,393
433,548,1,0,33,0,101084.36,1,1,0,42749.85,0,0,5,1,860
434,545,1,0,37,8,114754.08,1,1,0,136050.44,1,1,5,3,958
435,683,2,1,33,8,0,1,0,0,73564.44,0,0,4,2,576
436,762,2,0,51,3,99286.98,1,0,1,85578.63,0,0,5,4,887
437,627,1,0,30,4,79871.02,2,1,0,129826.89,0,0,4,1,396
438,516,2,1,35,10,104088.59,2,0,0,119666,0,0,1,3,565
439,800,2,0,38,2,168190.33,2,1,0,68052.08,0,0,3,4,874
440,464,1,0,42,3,85679.25,1,1,1,164104.74,0,0,3,4,665
441,626,2,0,35,3,0,1,0,0,80190.36,0,0,5,4,680
442,790,2,0,31,9,0,2,1,0,84126.75,0,0,1,1,319
443,534,2,0,34,7,121551.58,2,1,1,70179,0,0,3,4,351
444,745,2,1,46,2,122220.19,1,1,1,118024.1,0,0,3,1,781
445,553,3,1,47,3,116528.15,1,0,0,145704.19,1,1,2,1,918
446,748,2,0,26,1,77780.29,1,0,1,183049.41,0,0,3,3,340
447,722,2,1,37,2,0,1,0,0,120906.83,0,0,4,3,625
448,501,2,1,40,4,125832.2,1,1,1,100433.83,0,0,3,1,923
449,675,2,0,38,6,68065.8,1,0,0,138777,1,1,5,2,543
450,778,3,0,47,6,127299.34,2,1,0,124694.99,0,0,2,3,859
451,494,1,0,38,7,174937.64,1,1,0,40084.32,0,0,5,3,794
452,850,2,1,40,9,0,2,0,1,119232.33,0,0,2,3,241
453,592,3,1,31,7,110071.1,1,0,0,43921.36,0,0,3,3,702
454,590,3,0,44,3,139432.37,1,1,0,62222.81,0,0,4,2,816
455,758,2,0,39,6,127357.76,1,0,1,56577,0,0,4,4,404
456,506,2,1,36,5,0,2,1,0,164253.35,0,0,4,3,299
457,733,2,1,33,3,0,1,1,1,7666.73,0,0,1,4,855
458,711,2,1,38,3,0,2,1,0,68487.51,0,0,4,1,886
459,514,1,1,43,1,95556.31,1,0,1,199273.98,1,1,4,3,774
460,637,3,1,37,8,0,1,1,1,186062.36,0,0,1,1,699
461,468,1,1,29,1,111681.98,2,1,1,195711.16,0,0,3,3,977
462,539,2,1,39,3,0,2,1,0,36692.17,0,0,1,4,426
463,509,3,0,25,3,108738.71,2,1,0,106920.57,0,0,3,1,595
464,662,2,0,32,4,133950.37,1,1,1,48725.68,1,1,1,1,368
465,818,3,1,26,4,0,2,1,1,167036.94,0,0,3,4,261
466,608,2,1,33,9,89968.69,1,1,0,68777.26,0,0,3,3,614
467,850,3,0,32,9,0,2,1,1,18924.92,0,0,4,1,765
468,816,1,0,38,5,130878.75,3,1,0,71905.77,1,1,4,3,961
469,536,2,1,35,8,0,2,1,0,64833.28,0,0,2,3,345
470,753,2,1,35,3,0,2,1,1,184843.77,0,0,1,3,330
471,631,3,1,27,10,134169.62,1,1,1,176730.02,0,0,5,2,863
472,703,2,1,37,1,149762.08,1,1,0,20629.4,1,1,3,1,371
473,774,2,1,26,2,93844.69,1,1,0,28415.36,0,0,1,1,282
474,785,2,1,28,8,0,2,1,0,77231.27,0,0,2,4,937
475,571,2,0,33,1,0,2,1,0,102750.7,0,0,2,3,722
476,621,1,1,46,6,141078.37,1,0,0,34580.8,1,1,2,4,956
477,605,1,0,31,1,117992.59,1,1,1,183598.77,0,0,2,4,496
478,611,2,0,40,8,100812.33,2,1,0,147358.27,0,0,2,1,927
479,569,2,1,38,7,0,1,1,1,108469.2,0,0,5,4,550
480,658,2,1,29,4,80262.6,1,1,1,20612.82,0,0,2,3,420
481,788,3,1,34,6,156478.62,1,0,1,181196.76,0,0,3,1,760
482,525,2,0,23,5,0,2,1,0,160249.1,0,0,1,2,225
483,798,2,1,37,8,0,3,0,0,110783.28,0,0,4,4,860
484,486,1,1,37,9,115217.99,2,1,0,144995.33,0,0,1,3,882
485,615,3,1,61,9,0,2,1,0,150227.85,1,1,4,1,683
486,730,2,0,35,0,155470.55,1,1,1,53718.28,0,0,4,3,500
487,641,2,1,37,7,0,2,1,0,75248.3,0,0,2,2,516
488,542,2,1,39,3,135096.77,1,1,1,14353.43,1,1,2,2,328
489,692,2,1,30,2,0,2,0,1,130486.57,0,0,4,1,751
490,714,1,0,55,9,180075.22,1,1,1,100127.71,0,0,1,3,652
491,591,3,1,29,1,97541.24,1,1,1,196356.17,0,0,2,2,850
492,710,2,0,41,2,156067.05,1,1,1,9983.88,0,0,4,1,678
493,639,2,0,38,4,81550.94,2,0,1,118974.77,0,0,4,3,860
494,531,2,0,47,6,0,1,0,0,194998.34,1,1,2,4,510
495,673,2,0,38,2,170061.92,2,0,0,134901.34,1,1,5,2,954
496,765,1,1,36,8,92310.54,2,1,1,72924.56,0,0,3,1,547
497,622,2,0,32,6,169089.38,2,1,0,101057.95,0,0,5,4,238
498,806,2,1,40,5,80613.93,1,1,1,142838.64,0,0,1,4,314
499,757,1,1,26,8,121581.56,2,1,1,127059.04,0,0,5,4,595
500,570,2,0,58,8,0,1,0,1,116503.92,1,1,2,1,257
501,555,3,1,32,4,0,2,1,1,54405.79,0,0,4,1,850
502,692,2,1,54,5,0,2,1,1,88721.84,0,0,3,2,552
503,774,2,1,60,5,85891.55,1,1,0,74135.48,1,1,5,3,540
504,638,3,1,44,9,77637.35,2,1,1,111346.22,0,0,4,4,343
505,543,3,0,41,4,0,1,0,0,194902.16,0,0,5,2,331
506,584,2,1,31,5,0,2,1,0,31474.27,0,0,2,2,568
507,691,1,1,30,7,116927.89,1,1,0,21198.39,0,0,1,1,813
508,684,1,0,40,6,137326.65,1,1,0,186976.6,0,0,1,2,530
509,733,2,1,22,5,0,2,1,1,117202.19,0,0,3,1,279
510,599,3,0,37,2,0,2,1,1,143739.29,0,0,4,3,516
511,524,1,0,31,10,67238.98,2,1,1,161811.23,0,0,5,3,685
512,632,1,0,38,6,86569.76,2,1,0,98090.91,0,0,5,4,435
513,735,3,1,34,5,0,2,0,0,71095.41,0,0,1,2,898
514,734,2,1,34,6,133598.4,1,1,1,13107.24,0,0,4,1,693
515,605,2,0,51,3,136188.78,1,1,1,67110.59,1,1,1,2,683
516,793,3,1,38,9,0,2,1,0,88225.02,0,0,1,4,690
517,468,2,0,56,10,0,3,0,1,62256.87,1,1,3,2,547
518,779,1,1,37,7,120092.52,2,1,0,135925.72,0,0,1,3,466
519,698,2,1,48,4,101238.24,2,0,1,177815.87,1,1,1,3,342
520,707,2,1,58,6,89685.92,1,0,1,126471.13,0,0,2,3,230
521,850,2,0,35,1,211774.31,1,1,0,188574.12,1,1,2,2,757
522,850,2,1,56,7,131317.48,1,1,1,119175.45,0,0,3,4,657
523,527,3,1,37,5,93722.73,2,1,1,139093.73,0,0,3,2,453
524,696,1,1,32,8,101160.99,1,1,1,115916.55,0,0,4,1,694
525,661,2,1,48,3,120320.54,1,0,0,96463.25,0,0,5,2,727
526,776,2,0,31,2,0,2,1,1,112349.51,0,0,3,1,304
527,701,2,1,43,2,0,2,1,1,165303.79,0,0,2,4,633
528,610,2,1,26,8,0,2,1,0,166031.08,0,0,2,4,989
529,572,1,0,48,3,152827.99,1,1,0,38411.79,1,1,5,3,352
530,673,2,1,30,1,64097.75,1,1,1,77783.35,0,0,5,1,936
531,519,3,0,57,2,119035.35,2,1,1,29871.79,0,0,3,4,689
532,702,3,0,26,4,135219.57,1,0,1,59747.63,0,0,4,1,267
533,729,2,1,32,6,93694.42,1,1,1,79919.13,0,0,2,3,613
534,543,3,1,35,10,59408.63,1,1,0,76773.53,0,0,4,3,480
535,550,2,0,40,7,114354.95,1,1,0,54018.93,0,0,1,3,951
536,608,2,1,59,1,0,1,1,0,70649.64,1,1,4,1,585
537,639,1,1,35,10,128173.9,2,1,0,59093.39,0,0,3,2,452
538,686,3,1,34,9,0,2,1,0,127569.8,0,0,3,4,358
539,564,1,0,62,5,114931.35,3,0,1,18260.98,1,1,3,3,771
540,745,1,0,28,1,111071.36,1,1,0,73275.96,1,1,1,2,238
541,833,2,1,37,8,151226.18,2,1,1,136129.49,0,0,3,1,633
542,622,2,1,26,9,0,2,1,1,153237.59,0,0,3,2,344
543,597,2,0,42,4,64740.12,1,1,1,106841.12,0,0,5,4,244
544,721,3,1,51,0,169312.13,1,1,0,109078.35,1,1,2,2,405
545,504,2,0,49,7,0,3,0,1,87822.14,1,1,5,4,408
546,842,3,0,44,2,112652.08,2,1,0,126644.98,0,0,5,1,939
547,587,2,1,38,0,0,2,1,0,47414.15,0,0,3,1,701
548,479,1,0,30,7,143964.36,2,1,0,41879.99,0,0,4,4,503
549,508,2,1,49,7,122451.46,2,1,1,75808.1,0,0,3,3,881
550,749,2,1,24,1,0,3,1,1,47911.03,0,0,3,3,758
551,721,1,0,36,3,65253.07,2,1,0,28737.78,0,0,5,4,751
552,674,1,1,47,6,106901.94,1,1,1,2079.2,1,1,4,3,363
553,685,3,0,25,10,128509.63,1,1,0,121562.33,0,0,3,1,560
554,417,2,1,34,7,0,2,1,0,55003.79,0,0,4,4,969
555,574,1,1,33,3,129834.67,1,1,0,193131.42,0,0,5,4,470
556,590,3,0,51,3,154962.99,3,0,1,191932.27,1,1,1,4,759
557,587,1,1,40,5,138241.9,2,1,0,159418.1,0,0,5,4,403
558,598,1,1,41,3,91536.93,1,1,0,191468.78,1,1,1,4,980
559,741,3,1,53,3,0,2,1,1,38913.68,0,0,3,3,245
560,850,3,0,70,5,0,1,1,1,705.18,0,0,1,1,283
561,584,1,0,29,7,105204.01,1,0,1,138490.03,0,0,2,1,453
562,650,3,1,61,1,152968.73,1,0,1,82970.69,0,0,5,1,683
563,607,3,1,36,8,158261.68,1,1,1,76744.72,0,0,5,3,863
564,509,2,0,46,1,0,1,1,0,71244.59,1,1,2,1,264
565,689,3,0,38,6,121021.05,1,1,1,12182.15,0,0,3,4,946
566,543,2,1,36,4,0,2,1,1,141210.5,0,0,1,3,354
567,438,3,0,54,2,0,1,0,0,191763.07,1,1,3,4,281
568,687,3,0,63,1,137715.66,1,1,1,37938.74,0,0,1,2,938
569,737,1,1,31,5,121192.22,2,1,1,74890.58,0,0,2,2,815
570,761,2,1,31,7,0,3,1,1,166698.18,0,0,5,3,753
571,601,2,1,44,1,100486.18,2,1,1,62678.53,0,0,1,3,650
572,651,2,1,45,1,0,1,1,0,67740.08,1,1,3,4,629
573,745,2,1,35,9,92566.53,2,1,0,161519.77,0,0,4,4,742
574,648,3,0,49,10,0,2,1,1,159835.78,1,1,2,3,314
575,848,3,1,40,3,110929.96,1,1,1,30876.84,0,0,3,3,844
576,546,2,0,27,8,0,2,1,1,14858.1,0,0,2,4,776
577,439,3,0,32,3,138901.61,1,1,0,75685.97,0,0,4,1,913
578,755,2,1,30,4,123217.66,2,0,1,144183.1,0,0,3,3,786
579,593,2,0,41,6,0,1,1,0,65170.66,0,0,1,4,939
580,701,2,1,39,2,0,2,1,1,82526.92,0,0,4,1,812
581,701,3,1,36,8,0,2,1,0,169161.46,0,0,2,1,689
582,607,3,0,33,2,108431.87,2,0,1,109291.39,1,1,5,2,647
583,586,3,0,57,3,0,2,0,1,6057.81,0,0,4,2,839
584,547,1,0,30,9,72392.41,1,1,0,77077.14,0,0,3,2,807
585,647,1,0,51,1,119741.77,2,0,0,54954.51,1,1,3,4,847
586,760,2,0,51,2,100946.71,1,0,0,179614.8,1,1,4,1,550
587,621,3,1,53,9,170491.84,1,1,0,35588.07,1,1,3,2,777
588,725,2,1,44,5,0,1,1,1,117356.14,0,0,4,4,865
589,526,2,1,36,1,0,1,1,0,160696.72,0,0,1,2,425
590,519,3,0,47,6,157296.02,2,0,0,147278.43,1,1,1,2,934
591,713,1,0,38,7,144606.22,1,1,1,56594.36,1,1,1,4,656
592,700,2,1,38,8,134811.3,1,1,0,1299.75,0,0,1,1,903
593,666,2,0,34,9,115897.12,1,1,1,25095.03,0,0,1,4,427
594,630,3,1,32,4,82034,1,0,0,146326.45,0,0,5,3,708
595,779,3,0,26,4,174318.13,2,0,1,38296.21,0,0,2,2,625
596,611,1,0,41,2,114206.84,1,1,0,164061.6,0,0,1,1,645
597,685,3,1,43,9,0,2,1,0,107811.28,0,0,4,4,808
598,646,1,1,39,9,111574.41,1,1,1,30838.51,0,0,2,2,525
599,683,1,0,57,5,162448.69,1,0,0,9221.78,1,1,5,4,746
600,484,1,0,34,4,148249.54,1,0,1,33738.27,0,0,3,1,774
601,601,2,0,43,8,0,3,0,1,110916.15,1,1,4,4,343
602,762,3,0,26,7,123709.46,2,1,1,169654.57,0,0,4,2,669
603,687,2,0,72,9,0,1,0,1,69829.4,0,0,5,3,258
604,566,2,1,30,5,0,1,1,0,54926.51,1,1,4,1,817
605,702,2,1,37,10,150525.8,1,1,1,94728.49,0,0,4,1,541
606,601,2,1,29,9,0,1,1,1,80393.27,0,0,5,3,418
607,699,2,1,53,4,0,2,0,1,111307.98,0,0,1,2,513
608,584,2,1,28,10,0,2,1,0,19834.32,0,0,3,3,706
609,699,2,1,35,5,0,2,1,1,78397.24,0,0,2,4,915
610,698,1,0,51,2,111018.98,1,1,0,86410.28,0,0,4,1,751
611,495,2,1,30,10,129755.99,1,0,0,172749.65,0,0,2,1,753
612,650,2,0,27,6,0,2,1,0,1002.39,0,0,1,2,789
613,605,2,0,64,2,129555.7,1,1,1,13601.79,0,0,1,4,380
614,667,3,1,38,1,87202.38,1,1,1,77866.91,0,0,5,2,955
615,688,1,1,26,8,146133.39,1,1,1,175296.76,0,0,4,2,866
616,727,3,0,31,0,0,1,1,0,121751.04,1,1,2,4,274
617,754,3,1,39,6,170184.99,2,1,0,89593.26,0,0,2,1,380
618,612,1,0,62,8,140745.33,1,1,0,193437.89,1,1,5,3,455
619,546,3,1,42,7,139070.51,1,1,1,86945,0,0,3,1,451
620,673,3,0,37,8,0,2,1,1,183318.79,0,0,1,4,603
621,593,2,1,35,9,114193.24,1,1,0,71154.1,0,0,5,1,660
622,656,3,0,40,10,167878.5,1,0,1,151887.16,0,0,5,2,806
623,535,1,0,53,5,141616.55,2,1,1,75888.65,0,0,1,2,577
624,678,1,1,36,3,145747.67,2,0,1,89566.74,0,0,1,4,824
625,477,3,0,48,2,129120.64,1,0,1,26475.79,0,0,3,3,238
626,850,3,1,35,7,110349.82,1,0,0,126355.8,0,0,2,2,445
627,427,2,1,29,1,141325.56,1,1,1,93839.3,0,0,5,3,589
628,752,2,1,49,2,78653.84,1,1,0,7698.6,0,0,2,4,989
629,649,2,1,47,1,0,2,1,1,145593.85,0,0,4,3,908
630,799,3,0,28,3,142253.65,1,1,0,45042.56,0,0,1,4,395
631,589,2,0,61,1,0,1,1,0,61108.56,1,1,4,4,923
632,583,1,0,54,6,115988.86,1,1,0,57553.98,1,1,5,1,878
633,839,3,0,33,10,75592.43,1,1,0,62674.42,0,0,3,2,497
634,540,1,1,44,3,164113.04,2,1,1,12120.79,0,0,5,4,778
635,850,2,1,31,6,67996.23,2,0,0,50129.87,1,1,3,1,895
636,696,3,0,51,5,0,2,1,0,55022.43,0,0,4,4,509
637,660,3,0,33,1,0,2,0,0,117834.91,0,0,1,2,485
638,682,2,1,48,1,138778.15,1,0,1,168840.23,0,0,5,4,229
639,744,2,0,43,10,147832.15,1,0,1,24234.11,0,0,3,4,982
640,785,2,0,36,4,135438.4,1,0,0,190627.01,0,0,4,4,834
641,752,3,1,48,5,116060.08,1,1,0,156618.38,1,1,5,2,265
642,706,2,0,29,5,112564.62,1,1,0,42334.38,0,0,5,2,819
643,583,2,0,27,1,125406.58,1,1,1,110784.42,0,0,1,2,992
644,660,1,0,39,5,135134.99,1,1,0,173683,1,1,1,1,816
645,819,2,0,39,9,133102.92,1,1,0,27046.46,1,1,2,4,444
646,673,2,0,34,8,42157.08,1,1,0,20598.59,1,1,2,4,611
647,752,2,0,30,3,0,2,1,1,104991.28,0,0,4,4,974
648,578,2,1,38,7,82259.29,1,1,0,8996.97,0,0,1,1,325
649,438,2,0,36,4,0,2,1,0,64420.5,0,0,3,4,660
650,652,2,1,38,6,0,2,1,1,145700.22,0,0,2,2,691
651,629,2,0,49,4,0,2,1,1,196335.48,0,0,5,2,921
652,720,2,1,52,7,0,1,1,1,14781.12,0,0,1,3,678
653,668,2,1,42,3,150461.07,1,1,0,108139.23,0,0,1,1,335
654,459,1,1,48,4,133994.52,1,1,1,19287.06,1,1,5,1,661
655,729,3,1,31,8,164870.81,2,1,1,9567.39,0,0,4,2,249
656,498,1,1,25,8,121702.73,1,1,1,132210.49,0,0,4,1,793
657,549,3,1,25,6,193858.2,1,0,1,21600.11,0,0,3,2,737
658,601,1,0,54,1,131039.97,2,1,1,199661.5,0,0,1,1,929
659,544,2,1,64,9,113829.45,1,1,1,124341.49,0,0,3,3,562
660,751,2,0,30,6,0,2,1,0,15766.1,0,0,2,1,633
661,632,1,0,41,3,81877.38,1,1,1,33642.21,0,0,3,4,532
662,694,3,1,57,8,116326.07,1,1,1,117704.65,0,0,2,4,988
663,678,2,1,31,2,0,2,1,1,58803.28,0,0,1,1,888
664,695,2,1,46,4,0,2,1,1,137537.22,0,0,2,2,499
665,661,2,0,41,1,0,2,0,1,131300.68,0,0,1,2,671
666,661,2,1,33,9,0,2,1,1,84174.81,0,0,2,1,873
667,559,2,0,31,3,127070.73,1,0,1,160941.78,0,0,2,2,665
668,503,2,1,29,3,0,2,1,1,143954.99,0,0,1,1,927
669,695,3,1,46,3,122549.64,1,1,1,56297.85,0,0,3,4,520
670,640,2,0,42,5,176099.13,1,1,1,8404.73,0,0,5,2,380
671,624,1,0,48,3,122388.38,2,0,0,30020.09,0,0,2,2,300
672,667,2,1,42,9,0,2,0,1,58137.42,0,0,3,3,300
673,642,2,1,26,0,0,1,0,0,47472.68,0,0,5,4,616
674,640,3,0,32,6,118879.35,2,1,1,19131.71,0,0,2,2,869
675,529,3,1,35,5,0,2,1,1,187288.5,0,0,2,2,395
676,563,2,0,39,5,0,2,1,1,17603.81,0,0,1,4,336
677,593,3,0,38,4,88736.44,2,1,0,67020.03,0,0,5,2,910
678,739,1,1,45,7,102703.62,1,0,1,147802.94,1,1,3,4,827
679,788,3,0,70,1,0,2,1,1,41610.62,0,0,3,1,844
680,684,3,0,38,3,0,2,1,0,44255.65,0,0,4,4,866
681,482,2,1,55,5,97318.25,1,0,1,78416.14,0,0,5,3,408
682,591,3,1,58,5,128468.69,1,0,1,137254.55,0,0,2,3,515
683,651,1,0,41,4,133432.59,1,0,1,151303.48,0,0,3,4,807
684,749,1,0,40,8,141782.57,2,0,0,86333.63,0,0,3,1,678
685,583,2,1,24,9,135125.28,1,0,0,89801.9,0,0,5,4,304
686,661,3,1,42,2,178820.91,1,0,0,29358.57,1,1,1,2,426
687,715,2,0,31,2,112212.14,2,1,1,181600.72,0,0,5,2,641
688,769,1,0,45,5,126674.81,1,1,0,124118.71,1,1,5,1,592
689,625,2,0,51,7,136294.97,1,1,0,38867.46,1,1,1,2,833
690,641,2,0,36,5,66392.64,1,1,0,31106.67,0,0,1,4,224
691,716,1,1,27,1,122552.34,2,1,0,67611.36,0,0,5,3,475
692,767,2,1,43,1,76408.85,2,1,0,77837.63,0,0,2,2,307
693,745,1,1,36,8,145071.24,1,0,0,6078.46,0,0,5,2,766
694,589,2,1,34,6,0,2,1,1,177896.92,0,0,1,4,261
695,796,2,0,45,2,109730.22,1,1,1,123882.73,0,0,2,1,267
696,664,2,1,57,6,0,2,1,1,15304.08,0,0,5,4,564
697,445,3,1,62,1,64119.38,1,1,1,76569.64,1,1,5,2,561
698,543,1,0,57,1,106138.33,2,1,1,120657.32,1,1,5,3,677
699,746,3,1,36,2,0,2,1,1,16436.56,0,0,5,1,718
700,742,1,1,33,0,181656.51,1,1,1,107667.91,0,0,1,4,288
701,750,2,0,32,5,0,2,1,0,95611.47,0,0,1,4,872
702,669,2,1,30,7,95128.86,1,0,0,19799.26,0,0,4,2,463
703,594,3,0,49,2,126615.94,2,0,1,123214.74,0,0,3,1,650
704,574,3,1,36,1,0,2,0,1,71709.12,0,0,2,1,980
705,659,1,1,36,2,76190.48,2,1,1,149066.14,0,0,1,2,374
706,750,1,1,40,5,168286.81,3,1,0,20451.99,1,1,4,3,523
707,626,1,1,35,4,88109.81,1,1,1,32825.5,0,0,5,4,279
708,620,2,1,42,4,0,2,1,0,6232.31,0,0,5,3,402
709,580,2,0,35,8,0,2,0,1,10357.03,0,0,3,3,717
710,686,2,0,34,3,123971.51,2,1,0,147794.63,0,0,5,2,410
711,540,2,1,48,0,148116.48,1,0,0,116973.48,0,0,3,3,274
712,634,1,1,35,6,116269.01,1,1,0,129964.94,0,0,1,4,989
713,632,3,1,38,1,120599.21,1,1,0,92816.86,0,0,3,1,666
714,501,2,0,41,3,144260.5,1,1,0,172114.67,0,0,5,1,518
715,650,3,0,25,3,86605.5,3,1,0,16649.31,1,1,2,3,653
716,786,2,1,34,9,0,2,1,0,144517.19,0,0,1,3,723
717,554,1,0,37,4,58629.97,1,0,0,182038.6,0,0,2,1,606
718,701,3,0,42,5,0,2,0,0,24210.56,0,0,1,3,282
719,474,2,1,45,10,0,2,0,0,172175.9,0,0,4,2,792
720,621,2,0,43,5,0,1,1,1,47578.45,0,0,1,4,777
721,672,3,0,56,2,209767.31,2,1,1,150694.42,1,1,5,2,742
722,459,3,0,42,6,129634.25,2,1,1,177683.02,1,1,3,2,326
723,669,2,1,23,1,0,2,0,0,66088.83,0,0,1,3,250
724,776,2,0,38,2,169824.46,1,1,0,169291.7,0,0,5,4,844
725,694,2,1,36,3,97530.25,1,1,1,117140.41,0,0,5,4,522
726,787,2,0,42,10,145988.65,2,1,1,79510.37,0,0,4,1,396
727,580,2,1,37,9,0,2,0,1,77108.66,0,0,1,1,537
728,711,2,0,25,7,0,3,1,1,9679.28,0,0,3,2,865
729,673,2,0,40,5,137494.28,1,1,0,81753.92,0,0,1,4,748
730,499,2,0,57,1,0,1,0,0,131372.38,1,1,3,3,251
731,591,2,1,24,6,147360,1,1,1,25310.82,0,0,3,4,602
732,769,2,0,25,10,0,2,0,0,187925.75,0,0,3,1,865
733,657,3,1,31,3,125167.02,1,0,0,98820.39,0,0,2,4,225
734,738,1,1,43,9,121152.05,2,1,0,64166.7,1,1,5,1,912
735,545,1,0,60,7,128981.07,1,0,1,176924.21,1,1,5,3,907
736,497,2,1,47,6,0,1,1,1,90055.08,0,0,5,4,592
737,816,3,1,67,6,151858.98,1,1,1,72814.31,0,0,5,3,459
738,525,2,1,36,2,114628.4,1,0,1,168290.06,0,0,1,4,969
739,725,2,1,46,6,0,2,1,0,161767.38,0,0,2,3,393
740,692,2,0,28,8,95059.02,2,1,0,44420.18,0,0,1,3,588
741,618,2,0,24,7,128736.39,1,0,1,37147.61,0,0,2,1,517
742,546,2,1,24,8,156325.38,1,1,1,125381.02,0,0,2,1,494
743,635,2,1,29,7,105405.97,1,1,1,149853.89,0,0,2,2,274
744,611,2,0,49,2,88915.37,3,0,0,161435.02,1,1,1,2,561
745,650,2,1,60,8,0,2,1,1,102925.76,0,0,3,3,256
746,606,2,1,40,5,0,2,1,1,70899.27,0,0,2,1,664
747,844,2,1,18,2,160980.03,1,0,0,145936.28,0,0,5,1,821
748,450,3,0,46,5,177619.71,1,1,0,54227.06,0,0,1,3,238
749,727,3,1,38,2,62276.99,1,1,1,59280.79,0,0,4,1,757
